temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.025,0.026,0.0
1,2.920000000000016,4.2099999999999795,0.035,0.036,0.009
2,10.460000000000008,10.829999999999984,0.036,0.039,0.016
3,21.75999999999999,21.860000000000014,0.036,0.035,0.026
4,29.94999999999999,33.64999999999998,0.046,0.034,0.042
5,41.18000000000001,51.76999999999998,0.063,0.033,0.041
6,51.01999999999998,68.26999999999998,0.056,0.033,0.035
7,59.09000000000003,88.35000000000002,0.062,0.032,0.041
8,66.09000000000003,99.84000000000003,0.059,0.034,0.025
9,67.5,108.07,0.043,0.018,0.017
