temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.074,0.032,0.0
1,11.189999999999998,-10.349999999999966,0.081,0.032,0.025
2,28.849999999999994,-29.859999999999957,0.068,0.039,0.03
3,54.08000000000001,-44.17999999999995,0.037,0.038,0.036
4,63.120000000000005,-48.329999999999984,0.031,0.033,0.014
5,78.18,-54.21999999999997,0.03,0.034,0.022
6,90.33000000000001,-59.39999999999998,0.032,0.034,0.018
7,100.07000000000002,-65.64999999999998,0.034,0.037,0.017
8,109.91,-68.72999999999996,0.037,0.035,0.014
9,119.77000000000001,-72.91999999999996,0.035,0.037,0.015
