temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.029,0.027,0.0
1,6.050000000000011,6.0400000000000205,0.031,0.029,0.014
2,13.450000000000017,15.54000000000002,0.033,0.032,0.021
3,25.420000000000016,28.30000000000001,0.051,0.036,0.049
4,32.70999999999998,44.10000000000002,0.067,0.036,0.033
5,38.53000000000003,58.49000000000001,0.066,0.037,0.03
6,43.04000000000002,66.38999999999999,0.065,0.036,0.017
7,46.48000000000002,75.57,0.068,0.037,0.019
8,54.22000000000003,89.36000000000001,0.075,0.043,0.029
9,58.639999999999986,96.69999999999999,0.076,0.046,0.016
