temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.053,0.022,0.0
1,-9.150000000000034,-12.840000000000032,0.066,0.035,0.028
2,-20.50999999999999,-28.99000000000001,0.051,0.035,0.024
3,-31.850000000000023,-39.53000000000003,0.03,0.03,0.023
4,-40.210000000000036,-46.25999999999999,0.038,0.033,0.017
5,-48.06,-52.60000000000002,0.03,0.032,0.016
6,-53.879999999999995,-56.920000000000016,0.032,0.032,0.011
7,-59.71000000000001,-61.26999999999998,0.033,0.031,0.011
8,-66.20000000000002,-66.59000000000003,0.038,0.034,0.013
9,-71.06,-71.66000000000003,0.036,0.038,0.012
