temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.032,0.029,0.0
1,-7.539999999999964,-0.8199999999999932,0.036,0.035,0.01
2,-15.629999999999995,0.12999999999999545,0.039,0.033,0.01
3,-36.77999999999997,-0.12000000000000455,0.033,0.036,0.026
4,-50.03999999999999,0.15999999999996817,0.034,0.036,0.017
5,-64.07,0.07999999999998408,0.036,0.033,0.018
6,-79.82,-0.12999999999999545,0.034,0.037,0.02
7,-91.70999999999998,-0.5800000000000409,0.037,0.039,0.015
8,-101.80999999999997,-0.7300000000000182,0.034,0.044,0.016
9,-119.78999999999999,-2.0300000000000296,0.047,0.049,0.024
