temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.072,0.04,0.0
1,0.10999999999998522,-17.04000000000002,0.08,0.05,0.034
2,1.4699999999999989,-28.120000000000005,0.08,0.048,0.022
3,1.5999999999999943,-40.35000000000002,0.069,0.046,0.021
4,2.7399999999999807,-51.610000000000014,0.058,0.047,0.015
5,3.8700000000000045,-59.950000000000045,0.046,0.045,0.017
6,4.469999999999999,-64.21000000000004,0.041,0.041,0.009
7,4.710000000000008,-68.82,0.037,0.041,0.009
8,6.969999999999999,-73.44,0.037,0.039,0.01
9,6.900000000000006,-81.68,0.041,0.044,0.016
10,9.889999999999986,-85.52000000000004,0.036,0.039,0.009
