temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.049,0.027,0.0
1,-5.670000000000016,-6.510000000000048,0.065,0.031,0.015
2,-13.800000000000011,-17.120000000000005,0.06,0.037,0.022
3,-21.180000000000007,-27.55000000000001,0.049,0.037,0.015
4,-32.50999999999999,-37.51000000000005,0.038,0.039,0.024
5,-41.53,-45.700000000000045,0.034,0.037,0.02
6,-51.379999999999995,-53.89000000000004,0.035,0.034,0.02
7,-60.31999999999999,-59.78000000000003,0.035,0.04,0.016
8,-64.19999999999999,-64.67000000000002,0.035,0.039,0.011
9,-68.44,-67.97000000000003,0.034,0.037,0.008
10,-72.35999999999999,-71.37,0.036,0.042,0.008
