temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.047,0.021,0.0
1,15.47999999999999,-14.450000000000045,0.064,0.026,0.035
2,33.78999999999999,-29.760000000000048,0.053,0.029,0.024
3,50.97,-37.400000000000034,0.027,0.031,0.024
4,77.78,-47.620000000000005,0.027,0.03,0.039
5,89.53,-51.51000000000005,0.024,0.027,0.017
6,105.14000000000001,-56.57000000000005,0.024,0.019,0.022
7,120.42999999999998,-62.920000000000016,0.028,0.027,0.023
8,128.04,-66.23000000000002,0.028,0.03,0.012
9,134.99999999999997,-67.42000000000002,0.034,0.035,0.009
