temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.057,0.025,0.0
1,-5.75,-11.25,0.047,0.028,0.018
2,-11.520000000000039,-19.560000000000002,0.044,0.032,0.014
3,-20.319999999999993,-26.03000000000003,0.032,0.036,0.017
4,-26.889999999999986,-32.69,0.036,0.034,0.016
5,-35.400000000000006,-39.20999999999998,0.031,0.035,0.017
6,-43.06,-45.60000000000002,0.033,0.032,0.016
7,-48.10000000000002,-51.35000000000002,0.03,0.034,0.013
8,-55.170000000000016,-56.80000000000001,0.035,0.037,0.014
9,-60.47000000000003,-62.97000000000003,0.039,0.036,0.014
10,-63.68000000000001,-67.19999999999999,0.036,0.04,0.009
