temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.054,0.021,0.0
1,-4.78000000000003,-5.769999999999982,0.052,0.027,0.013
2,-9.879999999999995,-15.129999999999995,0.055,0.031,0.02
3,-14.699999999999989,-24.180000000000007,0.05,0.029,0.012
4,-27.160000000000025,-33.27999999999997,0.035,0.033,0.024
5,-31.50999999999999,-37.789999999999964,0.032,0.034,0.011
6,-39.51000000000002,-42.91999999999996,0.034,0.034,0.014
7,-44.890000000000015,-48.02999999999997,0.036,0.033,0.012
8,-49.49000000000001,-51.89999999999998,0.032,0.035,0.01
9,-54.20000000000002,-56.539999999999964,0.032,0.037,0.011
10,-59.400000000000006,-59.51999999999998,0.03,0.034,0.009
11,-63.46000000000001,-63.799999999999955,0.034,0.034,0.01
12,-71.14000000000001,-68.91999999999996,0.035,0.039,0.014
