temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.047,0.022,0.0
1,-3.7899999999999636,-7.390000000000043,0.058,0.034,0.016
2,-9.139999999999986,-17.100000000000023,0.056,0.029,0.021
3,-16.5,-24.410000000000025,0.048,0.031,0.015
4,-29.379999999999995,-34.400000000000034,0.044,0.035,0.023
5,-34.579999999999984,-40.99000000000001,0.035,0.034,0.015
6,-41.64999999999998,-46.870000000000005,0.032,0.031,0.015
7,-49.81999999999999,-51.58000000000004,0.032,0.034,0.014
8,-55.78,-55.72000000000003,0.031,0.031,0.011
9,-60.639999999999986,-59.24000000000001,0.032,0.034,0.009
10,-66.28,-64.31,0.032,0.034,0.012
11,-73.86999999999998,-71.56,0.033,0.035,0.017
12,-77.32,-75.99000000000001,0.031,0.034,0.01
