temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.067,0.026,0.0
1,9.030000000000001,-13.159999999999968,0.094,0.04,0.029
2,15.859999999999985,-20.560000000000002,0.08,0.04,0.017
3,25.189999999999998,-32.45999999999998,0.07,0.043,0.018
4,37.369999999999976,-37.349999999999966,0.051,0.042,0.015
5,44.53999999999999,-41.52999999999997,0.035,0.037,0.012
6,53.16999999999999,-45.51999999999998,0.035,0.038,0.013
7,62.20999999999998,-50.31,0.036,0.037,0.015
8,70.89999999999998,-52.77999999999997,0.032,0.036,0.012
9,77.5,-57.31,0.033,0.036,0.012
10,86.00999999999999,-61.52999999999997,0.035,0.038,0.014
11,93.58000000000001,-66.01999999999998,0.037,0.039,0.013
12,106.35,-70.13,0.033,0.038,0.018
13,111.72,-73.43,0.035,0.036,0.009
