temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.064,0.032,0.0
1,0.4199999999999875,-10.980000000000018,0.075,0.043,0.022
2,0.5800000000000125,-21.329999999999984,0.081,0.045,0.021
3,0.6899999999999977,-30.480000000000018,0.076,0.044,0.018
4,0.5800000000000125,-39.19999999999999,0.071,0.042,0.017
5,-1.2800000000000011,-49.69999999999999,0.063,0.039,0.02
6,-0.13999999999998636,-58.99000000000001,0.055,0.038,0.011
7,0.0800000000000125,-64.23000000000002,0.04,0.039,0.011
8,1.3700000000000045,-69.69999999999999,0.035,0.038,0.011
9,2.1100000000000136,-75.59000000000003,0.037,0.041,0.012
10,2.6699999999999875,-84.38,0.037,0.038,0.018
11,4.009999999999991,-89.87,0.04,0.044,0.011
