temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.032,0.021,0.0
1,-14.620000000000005,-0.38999999999998636,0.04,0.041,0.018
2,-27.25999999999999,-0.8600000000000136,0.037,0.037,0.016
3,-39.42999999999998,-1.1499999999999773,0.034,0.037,0.015
4,-55.089999999999975,-2.1399999999999864,0.033,0.037,0.02
5,-69.41999999999999,-3.0600000000000023,0.035,0.034,0.018
6,-83.85,-4.110000000000014,0.033,0.037,0.02
7,-94.03999999999999,-4.850000000000023,0.04,0.042,0.017
8,-111.16999999999999,-6.2099999999999795,0.042,0.044,0.02
9,-123.38,-6.0,0.054,0.043,0.014
