temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.045,0.026,0.0
1,-6.1299999999999955,-4.170000000000016,0.059,0.034,0.011
2,-15.699999999999989,-13.340000000000032,0.052,0.029,0.017
3,-29.810000000000002,-20.160000000000025,0.044,0.033,0.021
4,-39.76000000000002,-26.019999999999982,0.035,0.034,0.017
5,-51.25,-31.590000000000032,0.039,0.041,0.018
6,-63.04000000000002,-37.34000000000003,0.038,0.038,0.019
7,-74.36000000000001,-42.35000000000002,0.036,0.04,0.017
8,-83.20000000000002,-47.25,0.034,0.041,0.015
9,-93.78,-52.31999999999999,0.033,0.044,0.021
