temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.051,0.026,0.0
1,-6.029999999999973,-10.839999999999975,0.064,0.038,0.023
2,-18.589999999999975,-23.91999999999996,0.054,0.043,0.021
3,-24.909999999999997,-28.299999999999955,0.052,0.036,0.012
4,-33.0,-34.72999999999996,0.037,0.037,0.016
5,-39.44,-39.52999999999997,0.039,0.04,0.013
6,-50.28999999999999,-45.60999999999996,0.038,0.043,0.018
7,-55.04999999999998,-49.20999999999998,0.037,0.04,0.009
8,-61.31999999999999,-51.5,0.037,0.045,0.009
9,-65.63,-55.14999999999998,0.039,0.049,0.01
10,-72.60999999999999,-58.589999999999975,0.034,0.049,0.013
