temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.069,0.029,0.0
1,6.75,-10.0,0.091,0.04,0.022
2,18.400000000000006,-20.920000000000016,0.084,0.039,0.026
3,40.94,-43.099999999999966,0.065,0.041,0.035
4,60.48999999999998,-52.20999999999998,0.036,0.035,0.025
5,70.26999999999998,-56.389999999999986,0.031,0.032,0.015
6,80.34,-60.589999999999975,0.032,0.034,0.015
7,89.44,-64.07,0.033,0.029,0.013
8,102.67999999999998,-69.63,0.028,0.023,0.02
9,119.16999999999999,-75.57999999999998,0.026,0.026,0.024
10,132.98999999999998,-81.49000000000001,0.029,0.031,0.021
11,139.06999999999996,-83.95999999999998,0.033,0.033,0.009
