temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.026,0.025,0.0
1,-0.8299999999999841,10.45999999999998,0.03,0.032,0.021
2,-0.6899999999999977,19.899999999999977,0.033,0.034,0.019
3,-0.5300000000000011,30.149999999999977,0.042,0.033,0.03
4,-0.45999999999997954,39.45999999999998,0.049,0.032,0.026
5,-0.07999999999998408,51.56999999999999,0.061,0.033,0.024
6,1.410000000000025,63.31999999999999,0.06,0.034,0.024
7,1.6100000000000136,79.38999999999999,0.061,0.036,0.032
8,2.280000000000001,87.06,0.069,0.037,0.015
9,4.980000000000018,95.67000000000002,0.079,0.036,0.018
