temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.055,0.021,0.0
1,-5.78000000000003,-6.75,0.086,0.035,0.015
2,-11.850000000000023,-15.610000000000014,0.076,0.043,0.019
3,-20.860000000000014,-20.810000000000002,0.071,0.041,0.015
4,-27.850000000000023,-27.430000000000007,0.081,0.042,0.016
5,-37.120000000000005,-36.5,0.069,0.038,0.022
6,-45.54000000000002,-46.39999999999998,0.056,0.034,0.02
7,-52.74000000000001,-54.56999999999999,0.053,0.038,0.013
8,-61.160000000000025,-58.31999999999999,0.044,0.039,0.013
9,-69.24000000000001,-62.90999999999997,0.036,0.039,0.014
10,-78.49000000000001,-67.88,0.039,0.042,0.015
11,-85.13000000000002,-72.93,0.042,0.043,0.013
12,-91.93,-76.87,0.038,0.046,0.012
13,-99.85000000000002,-80.68,0.041,0.054,0.016
