temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.053,0.029,0.0
1,-10.680000000000007,1.670000000000016,0.062,0.033,0.013
2,-18.849999999999966,2.230000000000018,0.063,0.034,0.01
3,-30.22999999999996,3.2099999999999795,0.057,0.031,0.014
4,-49.94,3.069999999999993,0.061,0.033,0.025
5,-81.87,1.170000000000016,0.063,0.029,0.04
6,-120.02999999999997,-0.4200000000000159,0.064,0.026,0.048
7,-153.07,-3.1299999999999955,0.057,0.029,0.042
8,-177.05999999999997,-7.990000000000009,0.058,0.032,0.032
9,-203.51999999999998,-8.360000000000014,0.065,0.029,0.042
10,-231.7,-3.3999999999999773,0.089,0.039,0.038
