temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.048,0.025,0.0
1,1.079999999999984,-10.889999999999986,0.05,0.027,0.022
2,-0.5699999999999932,-22.029999999999973,0.058,0.034,0.022
3,-1.1499999999999773,-38.879999999999995,0.047,0.028,0.022
4,-0.6899999999999977,-49.639999999999986,0.03,0.029,0.019
5,2.1399999999999864,-60.89999999999998,0.027,0.022,0.023
6,1.1899999999999977,-70.97999999999996,0.031,0.027,0.02
7,2.3100000000000023,-80.84999999999997,0.035,0.027,0.02
8,1.2900000000000205,-92.07,0.054,0.026,0.036
9,3.5300000000000296,-105.08999999999997,0.064,0.022,0.027
10,3.079999999999984,-117.81,0.076,0.026,0.025
