temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.073,0.018,0.0
1,-1.240000000000009,14.259999999999991,0.062,0.024,0.029
2,-2.8700000000000045,28.689999999999998,0.048,0.021,0.016
3,-2.009999999999991,41.94999999999999,0.029,0.024,0.026
4,-3.990000000000009,54.50999999999999,0.026,0.021,0.025
5,-7.019999999999982,68.20999999999998,0.029,0.027,0.03
6,-6.180000000000007,82.39999999999998,0.043,0.03,0.048
7,-6.829999999999984,98.81,0.058,0.03,0.033
8,-7.240000000000009,117.46999999999997,0.059,0.032,0.037
9,-8.410000000000025,127.63999999999999,0.06,0.029,0.02
10,-7.439999999999998,137.2,0.06,0.034,0.019
