temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.053,0.031,0.0
1,-8.259999999999991,-0.7599999999999909,0.057,0.033,0.01
2,-21.029999999999973,0.5,0.049,0.023,0.016
3,-35.95999999999998,-0.6099999999999568,0.058,0.027,0.019
4,-52.41999999999996,-0.9099999999999682,0.047,0.023,0.021
5,-72.13,-1.5399999999999636,0.052,0.023,0.025
6,-90.00999999999999,-3.1899999999999977,0.048,0.025,0.023
7,-117.38999999999999,-7.199999999999989,0.045,0.022,0.035
8,-133.95999999999998,-7.479999999999961,0.049,0.024,0.021
9,-153.58999999999997,-11.319999999999993,0.048,0.025,0.025
10,-172.08999999999997,-13.67999999999995,0.061,0.032,0.027
11,-189.03999999999996,-7.639999999999986,0.078,0.03,0.024
12,-203.16999999999996,-3.0,0.082,0.037,0.02
