temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.038,0.019,0.0
1,-4.6299999999999955,-8.95999999999998,0.049,0.025,0.0
2,-10.129999999999995,-14.550000000000011,0.042,0.02,0.013
3,-13.479999999999961,-21.930000000000007,0.052,0.024,0.015
4,-18.889999999999986,-33.45999999999998,0.044,0.02,0.024
5,-25.45999999999998,-39.27999999999997,0.036,0.022,0.014
6,-32.10999999999996,-49.879999999999995,0.024,0.02,0.017
7,-41.15999999999997,-56.579999999999984,0.021,0.022,0.018
8,-48.35999999999996,-62.20999999999998,0.026,0.027,0.014
9,-51.46999999999997,-68.64999999999998,0.023,0.023,0.013
10,-61.27999999999997,-74.73000000000002,0.024,0.022,0.017
11,-68.19,-82.90999999999997,0.027,0.025,0.019
12,-74.99000000000001,-90.21999999999997,0.021,0.024,0.017
13,-81.03999999999996,-95.75999999999999,0.022,0.024,0.013
14,-91.21999999999997,-107.74000000000001,0.022,0.021,0.0
15,-95.18,-111.38,0.024,0.026,0.009
