temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.047,0.027,0.0
1,7.1699999999999875,-6.050000000000011,0.05,0.025,0.015
2,14.810000000000002,-14.539999999999964,0.051,0.025,0.019
3,20.189999999999998,-21.310000000000002,0.056,0.024,0.015
4,25.079999999999984,-28.41999999999996,0.049,0.024,0.015
5,36.15999999999997,-38.879999999999995,0.04,0.027,0.019
6,42.329999999999984,-43.39999999999998,0.038,0.026,0.011
7,50.68000000000001,-49.539999999999964,0.03,0.023,0.016
8,59.54000000000002,-54.349999999999966,0.022,0.024,0.015
9,68.94999999999999,-60.22999999999996,0.027,0.027,0.017
10,79.38999999999999,-65.93,0.025,0.026,0.017
11,91.67000000000002,-75.25999999999999,0.028,0.026,0.024
12,101.42000000000002,-79.18,0.043,0.031,0.018
13,106.07,-85.51999999999998,0.053,0.024,0.024
14,115.5,-100.76999999999998,0.062,0.021,0.033
15,121.73000000000002,-111.12,0.066,0.02,0.022
16,124.93,-121.99999999999997,0.068,0.024,0.022
