temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.05,0.015,0.0
1,46.05000000000001,5.399999999999999,0.092,0.026,0.0
2,-83.19999999999999,274.37,0.055,0.023,0.0
3,-91.91000000000003,282.15,0.039,0.029,0.016
4,-107.48000000000002,288.71,0.028,0.027,0.023
5,-123.74000000000001,296.37,0.031,0.033,0.025
6,-145.3,305.4,0.045,0.033,0.041
7,-158.73000000000002,316.03999999999996,0.062,0.03,0.028
8,-172.89000000000004,331.91999999999996,0.061,0.034,0.036
9,-188.48000000000002,342.91999999999996,0.063,0.03,0.03
10,-197.04000000000002,350.27,0.06,0.032,0.019
