temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.048,0.027,0.0
1,-5.78000000000003,-12.129999999999995,0.045,0.022,0.0
2,-16.29000000000002,-25.149999999999977,0.046,0.025,0.029
3,-24.980000000000018,-37.889999999999986,0.053,0.029,0.028
4,-32.170000000000016,-45.69,0.054,0.025,0.018
5,-37.80000000000001,-55.610000000000014,0.042,0.025,0.016
6,-45.49000000000001,-65.00999999999999,0.031,0.027,0.018
7,-53.29000000000002,-70.45999999999998,0.024,0.025,0.015
8,-60.84000000000003,-77.14999999999998,0.021,0.02,0.016
9,-69.13999999999999,-83.29000000000002,0.024,0.023,0.016
10,-75.44999999999999,-90.23000000000002,0.019,0.021,0.016
11,-82.11000000000001,-98.05000000000001,0.025,0.024,0.018
12,-91.12,-105.71999999999997,0.024,0.026,0.019
13,-101.28000000000003,-112.71999999999997,0.023,0.024,0.019
14,-107.65000000000003,-118.69,0.028,0.026,0.014
