temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.03,0.025,0.0
1,5.0800000000000125,4.199999999999989,0.024,0.022,0.011
2,20.849999999999994,22.360000000000014,0.027,0.02,0.0
3,24.580000000000013,30.29000000000002,0.021,0.019,0.017
4,31.960000000000008,36.97000000000003,0.022,0.02,0.016
5,39.099999999999994,44.19999999999999,0.031,0.022,0.017
6,57.96000000000001,59.49000000000001,0.027,0.022,0.0
7,71.97999999999999,76.38999999999999,0.045,0.024,0.0
8,79.64000000000001,87.5,0.05,0.026,0.024
9,91.23999999999998,100.38,0.053,0.026,0.03
10,97.51000000000002,110.68,0.047,0.024,0.022
11,106.12000000000003,121.99000000000001,0.052,0.021,0.025
12,114.71000000000001,129.14999999999998,0.058,0.026,0.018
13,119.46000000000001,136.04000000000002,0.046,0.024,0.015
