temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.052,0.028,0.0
1,-5.770000000000039,-6.720000000000027,0.048,0.025,0.015
2,-12.590000000000032,-11.060000000000002,0.048,0.025,0.012
3,-17.74000000000001,-17.370000000000005,0.055,0.021,0.014
4,-28.379999999999995,-26.470000000000027,0.05,0.026,0.023
5,-34.879999999999995,-35.400000000000034,0.046,0.026,0.02
6,-47.33000000000004,-48.5,0.042,0.026,0.021
7,-57.200000000000045,-55.370000000000005,0.028,0.024,0.018
8,-66.98000000000002,-61.660000000000025,0.024,0.023,0.018
9,-74.36000000000001,-68.94,0.025,0.025,0.017
10,-84.67000000000002,-77.38,0.027,0.025,0.021
11,-121.77000000000004,-101.64000000000004,0.024,0.027,0.0
