temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.027,0.022,0.0
1,14.560000000000002,13.71999999999997,0.022,0.021,0.0
2,19.510000000000048,20.089999999999975,0.021,0.021,0.014
3,26.650000000000034,26.20999999999998,0.024,0.022,0.015
4,41.84000000000003,38.639999999999986,0.023,0.02,0.0
5,51.56,44.52999999999997,0.037,0.026,0.017
6,57.64000000000004,49.27999999999997,0.023,0.026,0.012
7,62.650000000000034,54.91999999999996,0.028,0.022,0.014
8,73.42000000000002,60.039999999999964,0.039,0.027,0.023
9,81.63,72.22999999999996,0.052,0.026,0.026
10,90.32000000000005,81.46999999999997,0.058,0.023,0.021
11,99.38,88.82,0.058,0.023,0.019
12,106.54000000000002,98.68,0.05,0.026,0.022
13,113.54000000000002,107.43,0.051,0.025,0.02
14,118.77000000000004,113.80000000000001,0.058,0.023,0.014
15,126.01000000000005,119.69999999999999,0.055,0.03,0.015
