temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.029,0.029,0.0
1,7.810000000000002,6.069999999999993,0.032,0.027,0.016
2,13.380000000000024,13.0,0.023,0.021,0.016
3,19.210000000000008,21.95999999999998,0.024,0.025,0.019
4,29.789999999999992,29.25,0.028,0.027,0.02
5,39.81000000000003,36.549999999999955,0.028,0.028,0.019
6,51.49000000000004,46.5,0.026,0.025,0.025
7,60.91999999999999,54.69999999999999,0.027,0.031,0.02
8,71.71000000000001,62.89999999999998,0.033,0.026,0.028
9,82.35,75.83999999999997,0.057,0.025,0.034
10,92.14000000000001,91.35999999999996,0.053,0.027,0.033
11,105.28999999999999,101.15999999999997,0.054,0.025,0.026
12,116.44000000000003,116.94999999999999,0.057,0.029,0.035
13,122.24000000000004,122.57999999999998,0.062,0.03,0.013
