temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.057,0.017,0.0
1,1.3199999999999932,1.0600000000000023,0.07,0.025,0.0
2,-7.410000000000025,13.53000000000003,0.048,0.019,0.0
3,-12.350000000000023,18.610000000000014,0.038,0.026,0.011
4,-25.720000000000027,22.680000000000007,0.026,0.027,0.019
5,-51.64000000000004,34.79000000000002,0.022,0.02,0.0
6,-65.88,40.56,0.023,0.023,0.021
7,-80.0,48.639999999999986,0.021,0.021,0.024
8,-96.08000000000004,53.27000000000004,0.022,0.021,0.022
9,-108.85000000000002,59.58000000000004,0.03,0.019,0.027
10,-118.95000000000002,68.61000000000001,0.043,0.021,0.022
11,-125.82000000000002,75.43,0.049,0.021,0.016
12,-134.05,81.13999999999999,0.05,0.027,0.016
