temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.097,0.025,0.0
1,-35.10000000000002,104.88,0.057,0.025,0.0
2,3.75,-9.469999999999999,0.891,0.571,0.02
3,-5.230000000000018,-19.9,0.934,0.566,0.024
4,-2.240000000000009,9.100000000000001,0.062,0.018,0.0
5,-35.73000000000002,125.74000000000001,0.057,0.024,0.037
6,-34.44999999999999,144.12,0.04,0.016,0.034
7,-3.819999999999993,-2.5599999999999987,0.056,0.02,0.0
8,-35.420000000000016,159.52,0.037,0.019,0.032
9,-34.160000000000025,176.79,0.039,0.02,0.035
10,-34.25999999999999,192.0,0.043,0.022,0.03
11,-34.889999999999986,204.83,0.055,0.019,0.026
12,-33.079999999999984,214.77,0.042,0.021,0.02
