temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.031,0.024,0.0
1,-8.919999999999959,3.2799999999999727,0.024,0.023,0.013
2,-24.00999999999999,10.079999999999984,0.028,0.027,0.0
3,-33.06,14.079999999999984,0.027,0.028,0.014
4,-64.51999999999998,28.71999999999997,0.021,0.023,0.0
5,-78.17999999999998,36.02999999999997,0.022,0.02,0.022
6,-89.17999999999998,40.539999999999964,0.027,0.021,0.016
7,-103.69999999999999,46.98999999999995,0.024,0.022,0.024
8,-112.15999999999997,50.15999999999997,0.027,0.023,0.015
9,-126.26999999999998,58.309999999999945,0.047,0.025,0.036
10,-132.27999999999997,66.42999999999995,0.068,0.032,0.021
11,-145.23999999999998,80.16999999999996,0.073,0.031,0.032
