temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.964,0.532,0.0
1,-0.44000000000005457,26.79,0.873,0.51,0.049
2,-13.680000000000007,115.47,0.077,0.031,0.0
3,-5.130000000000052,19.86,0.876,0.506,0.015
4,-17.630000000000052,149.56,0.049,0.019,0.061
5,-19.130000000000052,167.07,0.049,0.019,0.03
6,5.46999999999997,38.24,0.105,0.022,0.039
7,-19.160000000000025,202.29,0.042,0.024,0.071
8,-11.480000000000018,234.96,0.04,0.019,0.066
9,-15.190000000000055,251.99,0.048,0.022,0.034
10,-16.630000000000052,259.25,0.052,0.02,0.015
