temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.025,0.027,0.0
1,11.600000000000023,14.550000000000011,0.026,0.027,0.0
2,15.230000000000018,18.329999999999984,0.023,0.021,0.009
3,39.900000000000034,38.94999999999999,0.027,0.021,0.0
4,50.39000000000004,47.80000000000001,0.023,0.025,0.0
5,55.31,52.89999999999998,0.03,0.023,0.012
6,63.02000000000004,57.26999999999998,0.036,0.024,0.013
7,68.10000000000002,61.389999999999986,0.04,0.026,0.015
8,73.43,67.24000000000001,0.044,0.027,0.015
9,83.70000000000005,80.13999999999999,0.055,0.028,0.029
10,95.88000000000005,94.28000000000003,0.053,0.031,0.032
11,100.78000000000003,100.76999999999998,0.05,0.026,0.014
12,108.12,104.32999999999998,0.054,0.026,0.012
13,111.85000000000002,112.57,0.051,0.024,0.017
14,119.52000000000004,118.86000000000001,0.058,0.031,0.016
