temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.052,0.023,0.0
1,-0.22999999999996135,-9.54000000000002,0.054,0.027,0.019
2,0.37000000000000455,-22.32000000000005,0.053,0.032,0.026
3,1.329999999999984,-35.56,0.061,0.035,0.027
4,0.7700000000000387,-54.710000000000036,0.041,0.032,0.022
5,1.420000000000016,-64.98000000000002,0.03,0.033,0.021
6,2.1100000000000136,-73.03000000000003,0.034,0.031,0.016
7,3.8700000000000045,-83.66000000000003,0.048,0.028,0.034
8,3.230000000000018,-95.49000000000001,0.063,0.028,0.028
9,3.650000000000034,-113.90000000000003,0.073,0.025,0.037
10,1.5600000000000023,-129.45000000000005,0.068,0.023,0.031
11,1.4600000000000364,-140.67000000000002,0.073,0.023,0.022
12,2.340000000000032,-149.21000000000004,0.078,0.027,0.017
