temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.048,0.026,0.0
1,-1.7700000000000387,-8.420000000000016,0.033,0.018,0.017
2,-0.9700000000000273,-21.379999999999995,0.045,0.02,0.026
3,-1.7700000000000387,-35.31,0.047,0.022,0.028
4,-2.569999999999993,-51.05000000000001,0.046,0.023,0.026
5,-1.5500000000000114,-65.13,0.031,0.028,0.019
6,-1.0300000000000296,-75.85000000000002,0.024,0.023,0.021
7,1.4099999999999682,-87.08999999999997,0.025,0.023,0.023
8,3.079999999999984,-98.75999999999999,0.035,0.023,0.035
9,2.7199999999999704,-122.50999999999999,0.06,0.017,0.0
10,3.7799999999999727,-142.26,0.06,0.018,0.0
