temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.064,0.02,0.0
1,0.6100000000000136,25.400000000000006,0.051,0.022,0.0
2,1.6100000000000136,33.17999999999998,0.044,0.024,0.014
3,-1.8199999999999932,43.569999999999965,0.024,0.025,0.021
4,-3.1299999999999955,53.95000000000002,0.025,0.026,0.021
5,-2.9499999999999886,64.48999999999998,0.027,0.03,0.021
6,-3.819999999999993,76.47999999999999,0.025,0.028,0.024
7,-5.3799999999999955,87.53,0.036,0.025,0.038
8,-4.430000000000007,102.97,0.055,0.026,0.033
9,-3.3100000000000023,117.85,0.058,0.031,0.03
10,-4.71999999999997,130.73,0.06,0.034,0.026
