temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.059,0.018,0.0
1,-4.169999999999959,8.349999999999994,0.077,0.022,0.018
2,-14.049999999999955,24.27000000000001,0.069,0.018,0.034
3,-25.099999999999966,41.98999999999998,0.064,0.02,0.031
4,-40.379999999999995,57.119999999999976,0.038,0.028,0.026
5,-57.849999999999966,65.53,0.031,0.028,0.028
6,-77.66999999999996,74.33000000000001,0.026,0.029,0.03
7,-98.10999999999996,83.53,0.031,0.026,0.035
8,-113.81,95.09,0.046,0.022,0.037
9,-130.34999999999997,107.04999999999998,0.049,0.025,0.032
10,-135.45,116.91999999999999,0.052,0.024,0.021
