temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.068,0.023,0.0
1,8.650000000000006,-12.019999999999982,0.081,0.035,0.026
2,18.450000000000017,-26.49000000000001,0.08,0.034,0.031
3,30.730000000000018,-44.670000000000016,0.067,0.032,0.034
4,44.34,-61.629999999999995,0.048,0.034,0.023
5,56.83000000000001,-69.73000000000002,0.029,0.033,0.022
6,68.95000000000002,-76.5,0.028,0.025,0.02
7,82.16,-85.38,0.03,0.031,0.024
8,93.28999999999999,-94.13999999999999,0.031,0.029,0.022
9,106.97999999999999,-102.16000000000003,0.029,0.028,0.023
10,118.32000000000002,-109.82,0.031,0.03,0.021
11,124.79999999999998,-113.46999999999997,0.032,0.032,0.011
12,129.00000000000003,-117.32,0.048,0.047,0.009
