temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.072,0.031,0.0
1,27.679999999999993,-8.069999999999993,0.075,0.027,0.038
2,50.72000000000001,-15.340000000000032,0.052,0.033,0.034
3,76.96,-12.920000000000016,0.026,0.026,0.027
4,103.85000000000001,-12.139999999999986,0.026,0.027,0.034
5,129.57,-11.610000000000014,0.024,0.021,0.032
6,151.71000000000004,-11.470000000000027,0.028,0.025,0.028
7,177.36,-12.610000000000014,0.026,0.026,0.032
8,200.78000000000003,-11.650000000000034,0.026,0.025,0.029
9,218.5,-12.699999999999989,0.032,0.025,0.022
