temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.07,0.019,0.0
1,-7.5400000000000205,10.349999999999966,0.05,0.017,0.019
2,-14.020000000000039,18.16999999999996,0.036,0.022,0.011
3,-22.04000000000002,23.05000000000001,0.036,0.027,0.014
4,-36.170000000000016,29.439999999999998,0.022,0.021,0.022
5,-48.160000000000025,34.71999999999997,0.024,0.022,0.018
6,-63.32000000000005,41.879999999999995,0.024,0.025,0.024
7,-76.51000000000005,49.06,0.024,0.02,0.022
8,-93.85000000000002,55.06,0.036,0.022,0.028
9,-107.14000000000004,64.51999999999998,0.041,0.021,0.027
10,-117.82000000000002,74.13,0.041,0.021,0.023
11,-128.23000000000002,85.69,0.06,0.021,0.027
12,-137.40000000000003,93.90999999999997,0.048,0.023,0.02
13,-146.67000000000002,101.76999999999998,0.05,0.021,0.02
