temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.029,0.03,0.0
1,-3.930000000000007,9.400000000000034,0.029,0.027,0.019
2,-5.170000000000016,14.560000000000002,0.028,0.027,0.01
3,-5.509999999999991,22.439999999999998,0.025,0.027,0.016
4,-5.96999999999997,33.360000000000014,0.023,0.023,0.022
5,-7.6200000000000045,40.68000000000001,0.026,0.028,0.015
6,-9.050000000000011,50.03000000000003,0.026,0.029,0.019
7,-9.759999999999991,58.70999999999998,0.038,0.026,0.027
8,-10.069999999999993,74.68,0.052,0.027,0.037
9,-8.25,89.55000000000001,0.047,0.027,0.03
10,-8.920000000000016,100.60000000000002,0.054,0.029,0.022
11,-8.550000000000011,110.57999999999998,0.055,0.025,0.02
