temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.049,0.022,0.0
1,12.929999999999993,-14.25,0.079,0.035,0.033
2,34.17,-31.20999999999998,0.061,0.024,0.036
3,59.33999999999999,-56.349999999999966,0.051,0.025,0.05
4,127.73,-77.21999999999997,0.027,0.025,0.08
5,160.43,-88.59999999999997,0.021,0.022,0.047
6,193.19,-100.48000000000002,0.028,0.031,0.056
7,218.05,-112.42999999999998,0.054,0.022,0.068
8,233.94,-134.82999999999998,0.076,0.026,0.049
9,242.95,-147.04,0.085,0.028,0.027
10,247.89,-156.85,0.086,0.026,0.021
