temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.046,0.018,0.0
1,-7.519999999999982,9.339999999999975,0.044,0.024,0.021
2,-16.659999999999968,24.78,0.045,0.029,0.033
3,-26.050000000000068,40.559999999999974,0.065,0.026,0.034
4,-43.680000000000064,61.42999999999998,0.053,0.031,0.049
5,-55.26999999999998,85.04999999999998,0.068,0.031,0.05
6,-68.23000000000002,108.68999999999997,0.073,0.036,0.053
7,-79.46000000000004,125.28,0.075,0.034,0.036
8,-87.78999999999996,141.25999999999996,0.071,0.033,0.034
9,-91.46000000000004,147.60999999999999,0.077,0.035,0.013
