temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.062,0.022,0.0
1,-8.349999999999966,11.960000000000008,0.051,0.02,0.024
2,-17.25,27.03,0.059,0.018,0.03
3,-24.66999999999996,41.81,0.048,0.021,0.031
4,-46.21999999999997,72.24000000000001,0.061,0.025,0.069
5,-61.289999999999964,89.54000000000002,0.047,0.021,0.039
6,-76.81,115.00999999999999,0.058,0.029,0.059
7,-93.45999999999998,138.27000000000004,0.078,0.023,0.06
8,-104.59999999999997,166.87,0.055,0.028,0.032
9,-116.88999999999999,176.56,0.037,0.026,0.024
10,-128.45999999999998,186.21000000000004,0.042,0.029,0.034
