temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.058,0.023,0.0
1,0.3100000000000023,-17.360000000000014,0.073,0.031,0.035
2,0.10000000000002274,-32.039999999999964,0.071,0.036,0.029
3,2.6200000000000045,-50.65999999999997,0.09,0.035,0.037
4,1.839999999999975,-104.43,0.068,0.034,0.106
5,2.170000000000016,-137.92000000000002,0.067,0.039,0.067
6,2.3100000000000023,-158.57999999999998,0.069,0.034,0.041
7,1.4499999999999886,-176.72,0.058,0.033,0.036
8,0.4300000000000068,-195.51,0.067,0.034,0.038
9,-0.9399999999999977,-203.17999999999998,0.081,0.035,0.015
