temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.065,0.024,0.0
1,-10.21999999999997,-9.03000000000003,0.058,0.024,0.022
2,-20.299999999999955,-19.710000000000036,0.066,0.034,0.025
3,-33.44,-32.26000000000005,0.069,0.032,0.03
4,-47.75,-49.13000000000005,0.073,0.043,0.038
5,-66.69999999999999,-65.68,0.068,0.035,0.041
6,-88.84999999999997,-90.30000000000001,0.067,0.032,0.057
7,-109.38999999999999,-112.18,0.068,0.032,0.037
8,-129.57,-125.54000000000002,0.047,0.034,0.034
9,-143.62,-133.84000000000003,0.031,0.031,0.024
10,-150.56,-138.11,0.03,0.03,0.012
