temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.05,0.022,0.0
1,1.4399999999999977,20.370000000000005,0.054,0.025,0.041
2,1.1999999999999886,47.95999999999998,0.072,0.025,0.055
3,2.6100000000000136,75.61000000000001,0.062,0.03,0.055
4,1.3799999999999955,101.68,0.067,0.031,0.053
5,3.019999999999982,145.94,0.075,0.042,0.089
6,1.0400000000000205,168.31,0.07,0.035,0.045
7,2.5500000000000114,188.32,0.06,0.033,0.04
8,3.3500000000000227,202.14999999999998,0.063,0.033,0.028
9,2.730000000000018,210.76,0.069,0.033,0.017
