temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.061,0.025,0.0
1,9.209999999999994,-7.670000000000016,0.085,0.03,0.019
2,29.830000000000013,-30.70999999999998,0.078,0.035,0.053
3,56.389999999999986,-54.44,0.068,0.03,0.057
4,107.65,-87.30000000000001,0.036,0.02,0.067
5,141.73,-97.93,0.031,0.03,0.048
6,178.95999999999998,-111.15999999999997,0.031,0.026,0.054
7,207.35000000000002,-121.12,0.033,0.033,0.049
8,233.38,-136.20999999999998,0.066,0.025,0.067
9,247.24,-154.22,0.078,0.024,0.04
10,252.77999999999997,-164.17,0.077,0.024,0.021
