temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.052,0.027,0.0
1,-1.9800000000000182,-8.78000000000003,0.065,0.035,0.018
2,-3.519999999999982,-22.400000000000034,0.074,0.042,0.027
3,-2.329999999999984,-39.98000000000002,0.068,0.034,0.035
4,-4.399999999999977,-78.13,0.08,0.038,0.076
5,-4.439999999999998,-105.71000000000004,0.085,0.038,0.054
6,-6.6200000000000045,-134.33000000000004,0.075,0.042,0.057
7,-6.680000000000007,-160.20000000000005,0.076,0.042,0.052
8,-6.009999999999991,-180.63,0.077,0.038,0.041
9,-5.649999999999977,-199.3,0.079,0.043,0.036
10,-6.5400000000000205,-210.48000000000002,0.088,0.048,0.022
