temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.048,0.022,0.0
1,-1.1100000000000136,-8.350000000000023,0.062,0.031,0.017
2,-2.170000000000016,-18.69999999999999,0.067,0.035,0.021
3,-3.400000000000034,-36.81999999999999,0.073,0.036,0.036
4,-1.4300000000000068,-57.5,0.079,0.035,0.041
5,-1.3600000000000136,-83.99000000000001,0.08,0.045,0.052
6,-1.7100000000000364,-109.79000000000002,0.087,0.037,0.051
7,-1.6100000000000136,-136.88,0.084,0.041,0.054
8,-1.5600000000000023,-155.79000000000002,0.084,0.042,0.038
9,-1.1299999999999955,-171.10000000000002,0.086,0.039,0.031
