temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.058,0.028,0.0
1,-0.14999999999997726,-11.29000000000002,0.074,0.035,0.023
2,-0.6100000000000136,-22.629999999999995,0.067,0.037,0.023
3,-0.5,-36.93000000000001,0.066,0.034,0.029
4,-1.3700000000000045,-64.90000000000003,0.071,0.038,0.056
5,-3.8999999999999773,-87.5,0.073,0.036,0.045
6,-6.3799999999999955,-109.25,0.082,0.045,0.043
7,-5.1200000000000045,-136.06,0.081,0.045,0.054
8,-4.199999999999989,-163.38,0.083,0.039,0.054
9,-5.7099999999999795,-188.20000000000002,0.07,0.039,0.049
10,-6.439999999999998,-209.70000000000002,0.075,0.041,0.043
11,-7.5400000000000205,-221.61,0.071,0.036,0.024
