temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.022,0.034,0.0
1,16.069999999999993,10.159999999999968,0.024,0.036,0.027
2,32.129999999999995,19.95999999999998,0.029,0.038,0.025
3,55.75999999999999,39.66999999999996,0.047,0.024,0.064
4,71.22,60.95999999999998,0.055,0.028,0.062
5,96.65,89.75999999999999,0.061,0.025,0.066
6,120.44999999999996,119.54999999999995,0.06,0.032,0.067
7,138.58,140.08999999999997,0.068,0.035,0.047
8,148.66,157.7,0.068,0.032,0.037
9,154.42999999999998,165.11999999999995,0.068,0.036,0.017
