temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.027,0.028,0.0
1,20.25999999999999,0.6400000000000432,0.03,0.03,0.025
2,42.859999999999985,3.9499999999999886,0.024,0.02,0.029
3,75.97,5.680000000000007,0.024,0.02,0.042
4,113.66,7.810000000000002,0.028,0.023,0.047
5,149.85,9.470000000000027,0.044,0.028,0.046
6,185.48999999999998,1.4700000000000273,0.073,0.026,0.047
7,218.07000000000002,-2.349999999999966,0.061,0.03,0.041
8,245.27,-1.099999999999966,0.063,0.032,0.034
9,268.25,-2.6899999999999977,0.071,0.031,0.029
10,286.74,0.4000000000000341,0.058,0.031,0.024
11,294.36,-1.2699999999999818,0.073,0.036,0.01
