temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.056,0.017,0.0
1,-17.629999999999995,4.970000000000027,0.047,0.026,0.024
2,-41.110000000000014,4.579999999999984,0.026,0.025,0.029
3,-64.87,4.649999999999977,0.033,0.027,0.03
4,-97.44999999999999,4.3799999999999955,0.026,0.028,0.041
5,-122.01999999999998,2.1399999999999864,0.025,0.025,0.031
6,-144.48,2.1200000000000045,0.027,0.029,0.028
7,-160.63,1.4700000000000273,0.027,0.025,0.02
8,-178.58999999999997,0.12000000000000455,0.031,0.03,0.029
9,-195.64999999999998,-2.6999999999999886,0.032,0.045,0.025
10,-216.2,-2.1999999999999886,0.039,0.028,0.024
11,-234.13,-1.839999999999975,0.05,0.028,0.021
12,-243.08999999999997,-3.4499999999999886,0.07,0.034,0.012
