temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.043,0.023,0.0
1,-27.889999999999986,18.350000000000023,0.06,0.027,0.051
2,-55.930000000000064,36.31,0.044,0.024,0.05
3,-87.66000000000008,50.55000000000001,0.054,0.031,0.055
4,-120.17000000000007,75.34000000000003,0.064,0.033,0.067
5,-152.37,98.57,0.08,0.031,0.061
6,-176.68000000000006,118.55000000000001,0.064,0.035,0.051
7,-202.54000000000002,137.29000000000002,0.069,0.035,0.051
8,-220.25000000000006,147.83000000000004,0.08,0.036,0.031
9,-228.44000000000005,152.5,0.075,0.036,0.014
