temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.022,0.024,0.0
1,32.089999999999975,2.769999999999982,0.025,0.026,0.04
2,69.23999999999995,2.6200000000000045,0.044,0.027,0.056
3,101.95999999999998,-10.740000000000009,0.069,0.022,0.045
4,139.45,-9.789999999999964,0.064,0.028,0.047
5,177.07,-6.6299999999999955,0.069,0.03,0.047
6,210.69,-6.769999999999982,0.075,0.033,0.042
7,238.10999999999996,-8.539999999999964,0.066,0.038,0.034
8,262.81,-7.319999999999993,0.057,0.028,0.03
9,279.1499999999999,-7.920000000000016,0.059,0.034,0.02
10,289.09,-7.089999999999975,0.066,0.033,0.013
