temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.075,0.033,0.0
1,7.72999999999999,-8.669999999999959,0.083,0.032,0.02
2,29.430000000000007,-30.96999999999997,0.079,0.032,0.044
3,55.52000000000001,-51.60999999999996,0.067,0.034,0.045
4,89.33000000000001,-73.87,0.06,0.034,0.059
5,123.57,-95.32999999999998,0.058,0.032,0.055
6,155.61,-113.79999999999995,0.04,0.031,0.049
7,180.56,-124.45999999999998,0.033,0.035,0.038
8,205.01,-133.41999999999996,0.059,0.035,0.061
9,214.36,-146.15999999999997,0.081,0.034,0.032
