temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.022,0.021,0.0
1,6.009999999999991,2.7100000000000364,0.026,0.024,0.009
2,19.47,11.020000000000039,0.031,0.027,0.024
3,33.109999999999985,22.480000000000018,0.027,0.022,0.029
4,54.95000000000002,37.160000000000025,0.033,0.028,0.04
5,78.21000000000001,53.19,0.03,0.031,0.056
6,107.42999999999998,80.45000000000005,0.062,0.031,0.076
7,133.99999999999997,108.36000000000001,0.067,0.03,0.065
8,152.78,124.56,0.066,0.034,0.04
9,161.24999999999997,131.38,0.07,0.039,0.017
