temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.052,0.023,0.0
1,-3.180000000000007,-8.859999999999957,0.072,0.037,0.018
2,-3.4599999999999795,-21.71999999999997,0.072,0.034,0.026
3,-4.759999999999991,-52.40999999999997,0.076,0.039,0.061
4,-4.259999999999991,-78.04999999999995,0.09,0.044,0.051
5,-6.909999999999968,-106.13,0.081,0.037,0.055
6,-7.149999999999977,-134.76,0.078,0.039,0.057
7,-9.230000000000018,-159.11999999999995,0.074,0.042,0.049
8,-8.889999999999986,-179.26999999999998,0.077,0.042,0.04
9,-9.539999999999964,-190.27999999999997,0.072,0.04,0.022
10,-8.529999999999973,-197.55999999999997,0.085,0.045,0.015
