temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.918,0.506,0.0
1,-25.310000000000002,231.85,0.063,0.021,0.0
2,-25.97999999999996,245.98,0.073,0.025,0.028
3,-27.94999999999999,267.70000000000005,0.092,0.028,0.044
4,-26.089999999999975,285.6,0.072,0.028,0.035
5,-24.00999999999999,309.28000000000003,0.06,0.03,0.056
6,-25.41999999999996,328.92,0.064,0.035,0.045
7,-24.329999999999984,346.97,0.075,0.035,0.036
8,-26.189999999999998,365.24,0.068,0.039,0.037
9,-23.939999999999998,378.43,0.066,0.036,0.027
10,-23.839999999999975,387.19,0.068,0.034,0.018
11,-22.779999999999973,397.11,0.073,0.037,0.02
