temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.051,0.022,0.0
1,-13.310000000000002,-2.3899999999999864,0.055,0.018,0.0
2,-22.99000000000001,3.829999999999984,0.078,0.026,0.017
3,-41.110000000000014,12.360000000000014,0.043,0.02,0.024
4,-58.889999999999986,11.759999999999991,0.031,0.024,0.022
5,-76.63999999999999,11.379999999999995,0.029,0.031,0.022
6,-99.04000000000002,11.659999999999968,0.024,0.023,0.028
7,-132.51,9.889999999999986,0.027,0.02,0.042
8,-157.74,8.96999999999997,0.029,0.025,0.032
9,-180.37,5.430000000000007,0.03,0.028,0.029
10,-205.96,3.6299999999999955,0.027,0.03,0.041
11,-233.34,1.0500000000000114,0.023,0.032,0.035
12,-266.38,-1.25,0.044,0.024,0.036
13,-279.04,2.079999999999984,0.057,0.022,0.017
14,-286.95,4.259999999999991,0.053,0.023,0.011
